City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
ilulissat,31.953,12.0261,95.72,7,21,10.65,LY,1619446311
mitsamiouli,51.1167,133.0167,41.27,52,96,1.95,RU,1619446311
luderitz,-2.6741,141.3028,78.01,82,81,0.51,PG,1619446025
brae,59.758,18.705,39.2,56,75,8.23,SE,1619446311
dolgorukovo,-8.7676,160.7034,79.27,87,100,2.91,SB,1619446312
cairns,-46.1333,167.6833,42.01,84,100,4.77,NZ,1619446114
garowe,-34.7333,135.8667,61.02,78,0,4.19,AU,1619446313
kununurra,30.199,67.0097,77.5,14,0,0.86,PK,1619446314
ngukurr,53.5739,142.9478,23.97,86,5,3.29,RU,1619446314
sorong,17.9583,-102.2,77.97,55,100,1.39,MX,1619446157
kristiansund,42.439,-123.3284,42.01,93,90,0.54,US,1619446314
longfeng,40.6995,-99.0815,60.8,67,1,4.12,US,1619446315
stromness,-9.4333,159.95,77.67,88,76,1.96,SB,1619446315
poum,18.0333,73.0167,84.29,71,5,1.62,IN,1619446315
chichigalpa,-20.0064,57.6608,75.99,91,100,2.68,MU,1619446316
dingle,-2.0078,-54.0692,84.16,69,97,2.05,BR,1619446316
sapouy,18.4917,-71.8502,84.2,61,40,3.6,DO,1619446316
tura,22.2394,68.9678,82.87,74,0,7.2,IN,1619446317
mbaiki,39.2667,141.8833,38.16,67,0,2.52,JP,1619446318
alto longa,8.0829,-72.8007,82.4,69,40,2.57,CO,1619446318
maningrida,-30.3833,153.1,57.2,94,67,2.55,AU,1619446319
kuche,5.6592,-53.7767,79.81,87,100,4.48,GF,1619446320
wao,39.9523,-75.1638,48.99,43,20,7.2,US,1619446222
rawson,-7.1638,-78.5003,62.6,67,20,1.54,PE,1619446322
muzhi,-31.95,141.4333,60.8,51,6,4.63,AU,1619446323
north bend,63.4564,48.8989,43.52,72,100,1.13,RU,1619446324
asau,41.2971,124.1209,59.0,51,0,6,CN,1619446325
poso,32.296,-81.2354,71.6,64,20,4.12,US,1619446326
monrovia,-9.0122,-35.2225,83.48,67,54,3.86,BR,1619446327
shakawe,-28.2939,-49.9317,68.0,59,56,2.36,BR,1619446328
hasanpur,43.3578,76.8594,64.4,32,75,3,KZ,1619446329
klaksvik,54.7183,135.315,27.23,97,94,1.32,RU,1619446329
palmas bellas,33.8464,-118.0467,57.2,76,90,2.06,US,1619446330
vilhena,-28.24,-48.6703,73.4,64,0,2.06,BR,1619446331
alofi,-41.8697,-73.8203,55.99,87,75,4.12,CL,1619446332
el balyana,62.55,149.6667,-5.08,93,5,2.17,RU,1619446333
utiroa,-12.0432,-77.0282,64.0,94,90,1.54,PE,1619446275
jadu,44.4122,40.7936,47.84,98,100,3.25,RU,1619446334
chegdomyn,40.7072,140.5894,39.0,76,0,1.34,JP,1619446335
vanimo,64.8989,45.7622,41.79,86,100,2.17,RU,1619446336
norrtalje,-2.0226,147.2712,81.05,76,100,0.7,PG,1619446336
auki,69.6496,18.957,35.6,75,75,2.06,NO,1619446337
tuatapere,-8.3989,-35.0639,82.4,69,40,4.12,BR,1619446338
port lincoln,-13.7,-76.2167,66.2,88,40,2.06,PE,1619446339
quetta,29.2497,117.8547,63.57,93,97,0.27,CN,1619446339
okha,58.9785,47.0246,35.42,97,100,5.3,RU,1619446342
lazaro cardenas,38.75,30.6667,57.2,67,75,7.72,TR,1619446168
grants pass,39.1834,-84.5333,57.99,62,1,3.04,US,1619446175
kearney,54.7682,-101.865,30.2,74,75,2.06,CA,1619446343
honiara,36.175,-115.1372,61.0,36,90,10.8,US,1619445737
srivardhan,66,111.5,9.52,93,99,9.38,RU,1619446344
grand gaube,36.9034,-104.4391,55.4,13,1,3.09,US,1619446344
monte alegre,50.0351,23.797,46.4,36,40,6,UA,1619446345
jimani,-17.7125,-39.2481,85.23,57,76,3.89,BR,1619446346
dwarka,57.2586,39.1508,48.2,46,0,9,RU,1619446346
kamaishi,58.5781,24.7925,41.0,100,100,0.89,EE,1619446346
sardinata,42.1167,118.7833,55.42,54,100,4.9,CN,1619446347
sawtell,51.9225,4.4792,57.0,43,4,5.14,NL,1619446347
mana,5.8933,95.3214,83.26,75,100,5.84,ID,1619446347
filadelfia,-33.0117,17.9442,66.2,72,17,7.72,ZA,1619446348
cajamarca,57.8,158.6667,26.55,97,100,1.69,RU,1619446348
broken hill,-11.0964,-77.6139,68.43,81,13,3.63,PE,1619446350
koslan,20,-3,105.89,7,73,1.24,ML,1619446350
kilmez,54.3419,101.5036,34.05,94,100,5.18,RU,1619446351
xiaoshi,11.2842,49.1816,86.0,79,40,3.09,SO,1619446352
rincon,10.0447,11.2122,100.8,21,7,1.74,NG,1619446352
maragogi,4.3133,-72.0816,85.66,62,100,1.63,CO,1619446353
sao joaquim,51.226,-58.6502,41.47,71,100,6.59,CA,1619446353
zhuozhou,32.6881,128.8419,60.89,60,10,0.71,JP,1619446354
boralday,-11.7292,-49.0686,78.03,76,100,1.25,BR,1619446354
chumikan,27.9054,-15.4461,71.01,68,75,5.14,ES,1619446355
la palma,62.6323,17.9379,46.4,42,57,6.17,SE,1619446355
imbituba,-23.865,35.3833,82.4,69,40,4.12,MZ,1619446298
ancud,27.0531,-82.4243,75.99,73,1,4.63,US,1619446355
yagodnoye,65.9811,60.3094,42.85,76,100,7.37,RU,1619446355
bolonchen,-20.7333,139.5,78.8,29,100,4.63,AU,1619446356
lima,11.5936,37.3908,68.34,67,97,3.75,ET,1619446357
mostovskoy,0.6092,33.4686,75.87,73,45,0.79,UG,1619446358
namioka,-32.5,137.7667,55.4,88,7,1.54,AU,1619446358
leshukonskoye,6.4965,2.6036,89.6,70,40,5.66,BJ,1619446358
lorengau,-9.8297,-36.7378,84.27,57,100,3.37,BR,1619446359
tromso,36.1867,-94.1288,66.99,63,1,4.12,US,1619446151
ipojuca,47.1847,38.8462,46.0,87,100,5.81,RU,1619446359
pisco,71.6872,128.8694,19.13,95,100,5.25,RU,1619446359
ziyang,52.9999,-122.5029,24.8,80,1,1.49,CA,1619446360
umzimvubu,35.3501,-80.2001,63.0,51,1,2.57,US,1619446113
bogovarovo,63.7506,-68.5145,33.8,86,90,2.57,CA,1619446360
afyonkarahisar,-26.2023,28.0436,77.0,28,5,1.67,ZA,1619445654
hamilton,-21.8019,-54.5464,76.26,51,0,3.15,BR,1619446361
flin flon,31.61,34.7642,73.0,44,20,0.89,IL,1619446176
las vegas,-21.6403,-41.0511,82.4,74,40,0.9,BR,1619446362
aykhal,-21.15,149.2,73.4,68,4,6.17,AU,1619446362
raton,18.3851,42.4509,59.0,88,75,2.06,SA,1619446363
sumbawa,-4.05,19.5333,84.18,68,97,1.04,CD,1619446363
kozulka,35.1167,25.7178,66.99,59,20,7.2,GR,1619446363
caravelas,60.9167,-46.05,41.0,75,75,4.12,GL,1619446364
borisoglebskiy,50.0334,-66.8654,42.01,93,90,5.66,CA,1619446135
tootsi,54.4333,-124.25,33.94,67,31,1.04,CA,1619446365
mujiayingzi,25.5333,-103.25,75.2,23,75,0.33,MX,1619446365
rotterdam,-40.8135,-62.9967,62.17,50,23,6.39,AR,1619446366
babanusah,24.6877,46.7219,95.0,14,75,3.09,SA,1619446366
sabang,64.0019,44.4451,40.91,89,100,2.71,RU,1619446366
saldanha,-10.1667,123.5833,74.28,63,4,3.38,ID,1619446205
tigil,16.9833,73.3,83.89,74,0,2.48,IN,1619446141
hualmay,4.375,-7.7169,85.69,67,88,3.16,LR,1619446156
tombouctou,14.6937,-17.4441,75.2,73,40,6.17,SN,1619446086
kuytun,-36.7167,-73.1167,57.2,77,20,4.63,CL,1619446367
bosaso,-8.4192,20.7447,81.14,56,93,0.71,AO,1619446367
kumo,58.6978,81.4825,42.31,91,100,5.04,RU,1619446368
puerto gaitan,69.3,139.9,17.13,91,100,1.26,RU,1619446368
saint-augustin,-22.2763,166.4572,75.99,94,75,3.09,NC,1619446368
fukue,29.1167,75.1667,95.99,9,0,3.32,IN,1619446368
gurupi,44.0361,39.1489,52.83,95,100,4.2,RU,1619446369
aguimes,-19.5667,18.1167,79.57,20,0,1.83,NA,1619446208
harnosand,58.0106,114.2769,31.77,95,100,1.87,RU,1619446369
inhambane,-36.6167,-71.8333,53.6,94,75,5.14,CL,1619446372
south venice,56.45,138.1667,25.79,92,97,0.87,RU,1619446373
verkhnyaya inta,69.4719,25.5112,35.6,75,90,6.17,NO,1619446373
mount isa,-8.145,159.5921,80.6,82,48,2.19,SB,1619446374
bahir dar,50,88.6667,33.49,41,22,1.76,RU,1619446374
iganga,21.4022,-157.7394,73.4,73,75,4.12,US,1619446375
port augusta,44.0787,-80.2041,39.0,57,40,3.69,CA,1619446376
porto novo,20.8667,-90.4,80.15,67,33,4.47,MX,1619446376
lagoa da canoa,-1.6792,29.2228,73.4,56,40,4.12,CD,1619446377
springdale,70.4692,-68.5914,23.0,100,90,2.06,CA,1619446250
novobessergenevka,34.5828,-117.4092,46.99,78,100,2.68,US,1619446378
tiksi,28.281,68.4388,101.79,6,0,1.84,PK,1619446379
quesnel,-18.9333,48.2,66.25,97,99,2.13,MG,1619446380
albemarle,62.3153,27.873,41.0,75,90,5.14,FI,1619446381
iqaluit,1.2391,23.616,89.74,44,44,2.02,CD,1619446381
johannesburg,20.931,-17.0347,75.2,57,0,6.69,MR,1619446381
rio brilhante,-4.352,152.2633,78.76,81,87,1.2,PG,1619446382
gat,32.6333,-16.85,68.0,60,40,4.63,PT,1619446383
sao joao da barra,40.0444,-111.7321,46.99,87,90,2.57,US,1619446384
mackay,-35.1667,173.1667,56.57,81,7,2.6,NZ,1619446385
faya,55.6059,13.0007,48.99,61,75,0.51,SE,1619446385
mangai,36.5167,-86.8667,63.0,63,1,2.57,US,1619446386
solsvik,47.6833,17.6351,48.2,61,100,3.09,HU,1619446387
pirgos,-16.3575,-46.9061,85.26,47,100,0.81,BR,1619446267
rungata,22.6906,58.5334,96.62,8,30,7.09,OM,1619446388
narsaq,-0.9131,122.8766,76.64,81,88,1.37,ID,1619446388
port-cartier,-17.5333,-149.3333,75.2,83,20,2.57,PF,1619446389
fort saint james,0.15,29.2833,62.22,92,100,1.33,CD,1619446390
tumannyy,16.8634,-99.8901,78.8,78,1,2.06,MX,1619446102
matamoros,-3.3244,114.591,82.4,78,90,2.57,ID,1619446392
viedma,66.5606,67.7975,34.65,99,100,4.17,RU,1619446392
riyadh,54.3161,-130.3201,44.6,87,1,1.54,CA,1619446112
karpogory,41.2835,-70.0995,50.0,57,1,9.26,US,1619446243
kupang,14.5333,20.9167,103.95,5,11,4.92,TD,1619446395
ratnagiri,54.5163,-128.6035,30.2,86,1,0.51,CA,1619446396
harper,52.7,115.1667,33.49,88,98,6.54,RU,1619446398
dakar,36.6167,101.7667,49.3,27,34,1.67,CN,1619446398
talcahuano,54.8717,19.9381,42.8,61,40,7,RU,1619446398
lucapa,33.0833,-16.3333,66.2,77,40,7.72,PT,1619446400
parabel,1.1983,-70.1733,80.06,76,98,1.4,CO,1619446401
deputatskiy,1.7471,40.0573,95.0,38,40,0.51,KE,1619446401
noumea,50.5994,97.5228,23.4,88,81,1.41,RU,1619446403
bhadra,-2.85,11.0333,85.21,71,95,1.91,GA,1619446403
shepsi,59.2816,32.4707,34.18,98,100,2.48,RU,1619446404
grootfontein,21.6,96.1333,89.29,45,16,4,MM,1619446404
balakhninskiy,66.7131,27.4306,35.89,68,100,3.3,FI,1619446405
coihueco,-34.5833,150.8552,55.0,82,10,0.45,AU,1619446406
ayan,21.3333,74.5667,91.2,27,73,9.05,IN,1619446406
karasjok,1,-52,82.74,72,95,1.3,BR,1619446408
buala,49.9333,116.8667,41.14,71,93,5.08,RU,1619446409
kosh-agach,60.3725,93.0408,26.2,93,21,1.4,RU,1619446410
kailua,34.388,67.0233,60.98,22,98,1.98,AF,1619446410
shelburne,37.6775,-113.0619,51.8,32,75,11.32,US,1619446411
celestun,9.56,44.065,72.0,67,80,5.79,SO,1619446411
goma,59.6425,-151.5483,39.99,74,1,2.06,US,1619446412
clyde river,45.5234,-122.6762,48.2,81,90,1.03,US,1619446326
adelanto,54.1502,-115.6855,24.8,63,40,2.57,CA,1619446233
jacobabad,-20.2833,44.2833,82.18,69,100,4.19,MG,1619446413
moramanga,54.4815,53.471,51.31,49,99,5.34,RU,1619446413
varkaus,60.4667,166.1,29.86,99,100,1.29,RU,1619446413
basoko,16.2833,95.6833,85.06,57,69,4.38,MM,1619446414
nouadhibou,43.801,87.6005,59.0,36,0,3,CN,1619445975
kokopo,-2.9248,-39.9167,85.6,62,23,5.08,BR,1619446414
